"J0002+M0003+B0001+S0001",0,0,0,0,5034,0,0,0,0,0,0,0,5034,0,0,0,0,13425,0,0,0,0,0,0,0,13425,0,0,0,0,.3749721,0,0,0,0,0,0,0,.374972067039106,0,0,0,0,.7500993,0,0,0,0,0,0,0,.750099324592769,0,0,0,0,3776,0,0,0,0,0,0,0,3776,0,0,0,0,.7498883,0,0,0,0,0,0,0,.749888276478475,0,0,0,0,6713,0,0,0,0,0,0,0,6713,0,0,0,"YES","YES"
"J0002+M0003+B0001+S0002",0,0,0,0,17620,0,0,0,0,0,0,0,17620,0,0,0,0,13425,0,0,0,0,0,0,0,13425,0,0,0,0,1.312477,0,0,0,0,0,0,0,1.31247672253259,0,0,0,0,.75,0,0,0,0,0,0,0,.75,0,0,0,0,13215,0,0,0,0,0,0,0,13215,0,0,0,0,1.499957,0,0,0,0,0,0,0,1.49995743594109,0,0,0,0,11747,0,0,0,0,0,0,0,11747,0,0,0,"YES","YES"
"J0002+M0003+B0001+S0005",3249,0,0,0,18795,0,0,0,0,0,0,0,22044,11814,0,0,0,13425,0,0,0,0,0,0,0,25239,.2750127,0,0,0,1.4,0,0,0,0,0,0,0,.873410198502318,.8501077,0,0,0,.7499867,0,0,0,0,0,0,0,.764743240791145,2762,0,0,0,14096,0,0,0,0,0,0,0,16858,.5500254,0,0,0,.8615236,0,0,0,0,0,0,0,.79515203982253,5907,0,0,0,21816,0,0,0,0,0,0,0,27723,0,0,0,"YES","YES"
"J0002+M0003+B0001+S0006",4430,0,0,0,15607,0,0,0,0,0,0,0,20037,11814,0,0,0,13425,0,0,0,0,0,0,0,25239,.3749788,0,0,0,1.162533,0,0,0,0,0,0,0,.793890407702365,.8501129,0,0,0,.749984,0,0,0,0,0,0,0,.772121575086091,3766,0,0,0,11705,0,0,0,0,0,0,0,15471,.7499577,0,0,0,.8454954,0,0,0,0,0,0,0,.822334400393992,5907,0,0,0,18459,0,0,0,0,0,0,0,24366,0,0,0,"YES","YES"
"J0002+M0003+B0001+S0007",21856,0,0,0,19298,0,0,0,0,0,0,0,41154,11814,0,0,0,13425,0,0,0,0,0,0,0,25239,1.850008,0,0,0,1.437467,0,0,0,0,0,0,0,1.63057173422085,.8500183,0,0,0,.7500259,0,0,0,0,0,0,0,.803129707926326,18578,0,0,0,14474,0,0,0,0,0,0,0,33052,.7400034,0,0,0,.9582878,0,0,0,0,0,0,0,.828498379401284,29535,0,0,0,20138,0,0,0,0,0,0,0,49673,0,0,0,"YES","YES"
"J0002+M0003+B0001+S0008",0,0,0,0,5034,0,0,0,0,0,0,0,5034,0,0,0,0,13425,0,0,0,0,0,0,0,13425,0,0,0,0,.3749721,0,0,0,0,0,0,0,.374972067039106,0,0,0,0,.7500993,0,0,0,0,0,0,0,.750099324592769,0,0,0,0,3776,0,0,0,0,0,0,0,3776,0,0,0,0,.7498883,0,0,0,0,0,0,0,.749888276478475,0,0,0,0,6713,0,0,0,0,0,0,0,6713,0,0,0,"YES","YES"
"J0002+M0003+B0001+S0009",12109,0,0,0,2517,0,0,0,0,0,0,0,14626,11814,0,0,0,13425,0,0,0,0,0,0,0,25239,1.02497,0,0,0,.187486,0,0,0,0,0,0,0,.579499980189389,.8500289,0,0,0,.7500993,0,0,0,0,0,0,0,.832831943115001,10293,0,0,0,1888,0,0,0,0,0,0,0,12181,.1576878,0,0,0,.3749442,0,0,0,0,0,0,0,.175153286070128,76791,0,0,0,6713,0,0,0,0,0,0,0,83504,0,0,0,"YES","YES"
"J0002+M0003+B0001+S0011",591,0,0,0,21312,0,0,0,0,0,0,0,21903,11814,0,0,0,13425,0,0,0,0,0,0,0,25239,5.002539E-02,0,0,0,1.587486,0,0,0,0,0,0,0,.867823606323547,0,0,0,0,.75,0,0,0,0,0,0,0,0,0,0,0,0,15984,0,0,0,0,0,0,0,0,.2001355,0,0,0,.384846,0,0,0,0,0,0,0,.375495019800792,2953,0,0,0,55378,0,0,0,0,0,0,0,58331,0,0,0,"YES","NO"
"J0002+M0003+B0001+S0014",0,0,0,0,2517,0,0,0,0,0,0,0,2517,0,0,0,0,13425,0,0,0,0,0,0,0,13425,0,0,0,0,.187486,0,0,0,0,0,0,0,.187486033519553,0,0,0,0,.7500993,0,0,0,0,0,0,0,.750099324592769,0,0,0,0,1888,0,0,0,0,0,0,0,1888,0,0,0,0,.2999642,0,0,0,0,0,0,0,.299964247407937,0,0,0,0,8391,0,0,0,0,0,0,0,8391,0,0,0,"YES","YES"
"J0002+M0003+B0001+S0015",5021,0,0,0,0,0,0,0,0,0,0,0,5021,11814,0,0,0,0,0,0,0,0,0,0,0,11814,.4250042,0,0,0,0,0,0,0,0,0,0,0,.425004232266802,.4499104,0,0,0,0,0,0,0,0,0,0,0,.44991037641904,2259,0,0,0,0,0,0,0,0,0,0,0,2259,.8500085,0,0,0,0,0,0,0,0,0,0,0,.850008464533604,5907,0,0,0,0,0,0,0,0,0,0,0,5907,0,0,0,"YES","YES"
