"J0001+M0001+B0001+S0002",8478,5950,10774,0,0,0,0,0,0,0,0,0,25202,4462,10753,13166,0,0,0,0,0,0,0,0,0,28381,1.900045,.5533339,.8183199,0,0,0,0,0,0,0,0,0,.887988442972411,9.999882,3.640336,6.055225,0,0,0,0,0,0,0,0,0,6.81207840647568,84779,21660,65239,0,0,0,0,0,0,0,0,0,171678,0,7.272683E-02,6.406269E-02,0,0,0,0,0,0,0,0,0,0,0,81813,168179,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO","YES"
"J0001+M0001+B0001+S0003",5354,17205,147334,0,0,0,0,0,0,0,0,0,169893,4462,10753,13166,0,0,0,0,0,0,0,0,0,28381,1.19991,1.600019,11.19049,0,0,0,0,0,0,0,0,0,5.98615270779747,4.133732,6.222203,3.031832,0,0,0,0,0,0,0,0,0,3.38964524730271,22132,107053,446692,0,0,0,0,0,0,0,0,0,575877,4.761524E-02,5.555556E-02,.0493451,0,0,0,0,0,0,0,0,0,4.98523880101681E-02,112443,309690,2985788,0,0,0,0,0,0,0,0,0,3407921,0,0,0,"YES","YES"
"J0001+M0001+B0001+S0004",214,4899,13534,0,0,0,0,0,0,0,0,0,18647,4462,10753,13166,0,0,0,0,0,0,0,0,0,28381,4.796056E-02,.4555938,1.027951,0,0,0,0,0,0,0,0,0,.657024065395863,12.00935,6.688099,7.178144,0,0,0,0,0,0,0,0,0,7.10484260202714,2570,32765,97149,0,0,0,0,0,0,0,0,0,132484,.4,9.263846E-02,.1768457,0,0,0,0,0,0,0,0,0,.143495859882415,535,52883,76530,0,0,0,0,0,0,0,0,0,129948,0,0,0,"YES","YES"
"J0001+M0001+B0001+S0005",0,0,37495,0,0,0,0,0,0,0,0,0,37495,0,0,13166,0,0,0,0,0,0,0,0,0,13166,0,0,2.847866,0,0,0,0,0,0,0,0,0,2.84786571471973,0,0,8.590532,0,0,0,0,0,0,0,0,0,8.59053207094279,0,0,322102,0,0,0,0,0,0,0,0,0,322102,0,0,.2204214,0,0,0,0,0,0,0,0,0,.220421384313311,0,0,170106,0,0,0,0,0,0,0,0,0,170106,0,0,0,"YES","YES"
"J0001+M0001+B0001+S0006",180,7647,793,0,0,0,0,0,0,0,0,0,8620,4462,10753,13166,0,0,0,0,0,0,0,0,0,28381,4.034065E-02,.7111503,.0602309,0,0,0,0,0,0,0,0,0,.303724322610197,12.01667,14.22754,17.57629,0,0,0,0,0,0,0,0,0,14.4894431554524,2163,108798,13938,0,0,0,0,0,0,0,0,0,124899,5.255475E-02,.1414696,7.716259E-02,0,0,0,0,0,0,0,0,0,.127221205502096,3425,54054,10277,0,0,0,0,0,0,0,0,0,67756,0,0,0,"YES","YES"
"J0001+M0001+B0001+S0007",357,478,2428,0,0,0,0,0,0,0,0,0,3263,4462,10753,13166,0,0,0,0,0,0,0,0,0,28381,8.000896E-02,4.445271E-02,.1844144,0,0,0,0,0,0,0,0,0,.114971283605229,12,10.66527,12.24465,0,0,0,0,0,0,0,0,0,11.9865154765553,4284,5098,29730,0,0,0,0,0,0,0,0,0,39112,8.333334E-02,.1250327,.0924741,0,0,0,0,0,0,0,0,0,9.49567849140063E-02,4284,3823,26256,0,0,0,0,0,0,0,0,0,34363,0,0,0,"YES","YES"
"J0001+M0001+B0001+S0008",643,2079,2358,0,0,0,0,0,0,0,0,0,5080,4462,10753,13166,0,0,0,0,0,0,0,0,0,28381,.1441058,.1933414,.1790977,0,0,0,0,0,0,0,0,0,.178992988266798,45.79938,49.65128,63.91137,0,0,0,0,0,0,0,0,0,55.782874015748,29449,103225,150703,0,0,0,0,0,0,0,0,0,283377,2.023922E-02,1.604216E-02,2.189171E-02,0,0,0,0,0,0,0,0,0,.018879284073763,31770,129596,107712,0,0,0,0,0,0,0,0,0,269078,0,0,0,"YES","YES"
"J0001+M0001+B0001+S0009",0,119,605,0,0,0,0,0,0,0,0,0,724,0,10753,13166,0,0,0,0,0,0,0,0,0,23919,0,1.106668E-02,4.595169E-02,0,0,0,0,0,0,0,0,0,3.02688239474894E-02,0,20.08403,19.89587,0,0,0,0,0,0,0,0,0,19.9267955801105,0,2390,12037,0,0,0,0,0,0,0,0,0,14427,0,.4979079,1.501241,0,0,0,0,0,0,0,0,0,1.12772585669782,0,239,403,0,0,0,0,0,0,0,0,0,642,0,0,0,"YES","YES"
"J0001+M0001+B0001+S0010",0,358,2801,0,0,0,0,0,0,0,0,0,3159,0,10753,13166,0,0,0,0,0,0,0,0,0,23919,0,3.329303E-02,.212745,0,0,0,0,0,0,0,0,0,.132070738743259,0,17.01955,15.42485,0,0,0,0,0,0,0,0,0,15.6055713833492,0,6093,43205,0,0,0,0,0,0,0,0,0,49298,0,1.497908,1.191408,0,0,0,0,0,0,0,0,0,1.21969111969112,0,239,2351,0,0,0,0,0,0,0,0,0,2590,0,0,0,"YES","YES"
"J0001+M0001+B0001+S0011",89,6141,67177140,0,0,0,0,0,0,0,0,0,67183370,4462,10753,13166,0,0,0,0,0,0,0,0,0,28381,1.994621E-02,.5710964,5102.32,0,0,0,0,0,0,0,0,0,2367.19530671928,3.011236,3.019541,1.250181,0,0,0,0,0,0,0,0,0,1.25034467607088,268,18543,83983558,0,0,0,0,0,0,0,0,0,84002369,.5,1.337326,.5000163,0,0,0,0,0,0,0,0,0,.500044884927305,178,4592,134349909,0,0,0,0,0,0,0,0,0,134354679,0,0,0,"YES","YES"
"J0001+M0001+B0001+S0013",71,1075,0,0,0,0,0,0,0,0,0,0,1146,4462,10753,0,0,0,0,0,0,0,0,0,0,15215,1.591215E-02,.0999721,0,0,0,0,0,0,0,0,0,0,.075320407492606,25.14084,36.67721,0,0,0,0,0,0,0,0,0,0,35.9624781849913,1785,39428,0,0,0,0,0,0,0,0,0,0,41213,0,.7496513,0,0,0,0,0,0,0,0,0,0,0,0,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO","YES"
"J0001+M0001+B0001+S0014",0,1673,1746,0,0,0,0,0,0,0,0,0,3419,0,10753,13166,0,0,0,0,0,0,0,0,0,23919,0,.1555845,.1326143,0,0,0,0,0,0,0,0,0,.142940758392909,0,7.998805,16.38889,0,0,0,0,0,0,0,0,0,12.2834162035683,0,13382,28615,0,0,0,0,0,0,0,0,0,41997,0,.1250187,.3248976,0,0,0,0,0,0,0,0,0,.182288334399659,0,13382,5374,0,0,0,0,0,0,0,0,0,18756,0,0,0,"YES","YES"
"J0001+M0001+B0001+S0015",286,0,2089,0,0,0,0,0,0,0,0,0,2375,4462,0,13166,0,0,0,0,0,0,0,0,0,17628,6.409682E-02,0,.1586663,0,0,0,0,0,0,0,0,0,.134728840481053,14.97902,0,16.41647,0,0,0,0,0,0,0,0,0,16.2433684210526,4284,0,34294,0,0,0,0,0,0,0,0,0,38578,0,0,.6657106,0,0,0,0,0,0,0,0,0,0,0,0,3138,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO","YES"
"J0001+M0001+B0001+S0016",0,0,1343,0,0,0,0,0,0,0,0,0,1343,0,0,13166,0,0,0,0,0,0,0,0,0,13166,0,0,.1020052,0,0,0,0,0,0,0,0,0,.102005164818472,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1343,0,0,0,0,0,0,0,0,0,1343,0,0,20.04478,0,0,0,0,0,0,0,0,0,20.044776119403,0,0,67,0,0,0,0,0,0,0,0,0,67,0,0,0,"YES","YES"
"J0001+M0001+B0001+S0017",2856,1792,4574,0,0,0,0,0,0,0,0,0,9222,4462,10753,13166,0,0,0,0,0,0,0,0,0,28381,.6400717,.1666512,.34741,0,0,0,0,0,0,0,0,0,.324935696416617,4.99965,6.000558,3.516397,0,0,0,0,0,0,0,0,0,4.45846887876816,14279,10753,16084,0,0,0,0,0,0,0,0,0,41116,.1470724,0,9.075397,0,0,0,0,0,0,0,0,0,0,19419,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO","YES"
